10:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:57 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.57,0.5,0.0595412,
0.571,0.5,0.0588257,
0.572,0.5,0.0581189,
0.573,0.5,0.0574207,
0.574,0.5,0.0567308,
0.575,0.5,0.0560492,
0.576,0.5,0.0553757,
0.577,0.5,0.0547101,
0.578,0.5,0.0540525,
0.579,0.5,0.0534025,
0.58,0.5,0.0527601,
0.581,0.5,0.0521252,
0.582,0.5,0.0514976,
0.583,0.5,0.0508772,
0.584,0.5,0.050264,
0.585,0.5,0.0496577,
0.586,0.5,0.0490583,
0.587,0.5,0.0484658,
0.588,0.5,0.0478798,
0.589,0.5,0.0473005,
0.59,0.5,0.0467277,
0.591,0.5,0.0461612,
0.592,0.5,0.045601,
0.593,0.5,0.0450471,
0.594,0.5,0.0444992,
0.595,0.5,0.0439574,
0.596,0.5,0.0434215,
0.597,0.5,0.0428914,
0.598,0.5,0.0423671,
0.599,0.5,0.0418486,
0.6,0.5,0.0413356,
0.601,0.5,0.0408281,
0.602,0.5,0.0403262,
0.603,0.5,0.0398296,
0.604,0.5,0.0393383,
0.605,0.5,0.0388523,
0.606,0.5,0.0383714,
0.607,0.5,0.0378957,
0.608,0.5,0.037425,
0.609,0.5,0.0369593,
0.61,0.5,0.0364985,
0.611,0.5,0.0360426,
0.612,0.5,0.0355914,
0.613,0.5,0.035145,
0.614,0.5,0.0347033,
0.615,0.5,0.0342663,
0.616,0.5,0.0338338,
0.617,0.5,0.0334058,
0.618,0.5,0.0329822,
0.619,0.5,0.0325631,
0.62,0.5,0.0321484,
0.621,0.5,0.0317379,
0.622,0.5,0.0313317,
0.623,0.5,0.0309297,
0.624,0.5,0.0305319,
0.625,0.5,0.0301383,
0.626,0.5,0.0297486,
0.627,0.5,0.0293631,
0.628,0.5,0.0289815,
0.629,0.5,0.0286038,
0.63,0.5,0.0282301,
0.631,0.5,0.0278602,
0.632,0.5,0.0274942,
0.633,0.5,0.0271319,
0.634,0.5,0.0267734,
0.635,0.5,0.0264185,
0.636,0.5,0.0260674,
0.637,0.5,0.0257199,
0.638,0.5,0.0253759,
0.639,0.5,0.0250356,
0.64,0.5,0.0246987,
0.641,0.5,0.0243654,
0.642,0.5,0.0240355,
0.643,0.5,0.023709,
0.644,0.5,0.023386,
0.645,0.5,0.0230663,
0.646,0.5,0.0227499,
