17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.8432e-09,0.45,-4.82363e-06,
3.8442e-09,0.45,-4.42187e-06,
3.8452e-09,0.45,-4.37256e-06,
3.8462e-09,0.45,-3.96653e-06,
3.8472e-09,0.45,-3.92428e-06,
3.8482e-09,0.45,-3.53647e-06,
3.8492e-09,0.45,-3.50288e-06,
3.8502e-09,0.45,-3.11685e-06,
3.8512e-09,0.45,-3.0887e-06,
3.8522e-09,0.45,-2.70139e-06,
3.8532e-09,0.45,-2.67023e-06,
3.8542e-09,0.45,-2.29934e-06,
3.8552e-09,0.45,-2.29369e-06,
3.8562e-09,0.45,-1.92712e-06,
3.8572e-09,0.45,-1.93609e-06,
3.8582e-09,0.45,-1.57236e-06,
3.8592e-09,0.45,-1.5793e-06,
3.8602e-09,0.45,-1.2346e-06,
3.8612e-09,0.45,-1.24439e-06,
3.8622e-09,0.45,-8.97293e-07,
3.8632e-09,0.45,-9.18516e-07,
3.8642e-09,0.45,-5.83287e-07,
3.8652e-09,0.45,-6.11443e-07,
3.8662e-09,0.45,-2.77311e-07,
3.8672e-09,0.45,-3.01903e-07,
3.8682e-09,0.45,1.22074e-08,
3.8692e-09,0.45,-2.75313e-08,
3.8702e-09,0.45,2.7164e-07,
3.8712e-09,0.45,2.28476e-07,
3.8722e-09,0.45,5.09168e-07,
3.8732e-09,0.45,4.71944e-07,
3.8742e-09,0.45,7.45017e-07,
3.8752e-09,0.45,6.91355e-07,
3.8762e-09,0.45,9.83491e-07,
3.8772e-09,0.45,9.2621e-07,
3.8782e-09,0.45,1.22094e-06,
3.8792e-09,0.45,1.16729e-06,
3.8802e-09,0.45,1.47116e-06,
3.8812e-09,0.45,1.41421e-06,
3.8822e-09,0.45,1.71669e-06,
3.8832e-09,0.45,1.67321e-06,
3.8842e-09,0.45,1.97715e-06,
3.8852e-09,0.45,1.92773e-06,
3.8862e-09,0.45,2.23148e-06,
3.8872e-09,0.45,2.1785e-06,
3.8882e-09,0.45,2.48209e-06,
3.8892e-09,0.45,2.40188e-06,
3.8902e-09,0.45,2.69675e-06,
3.8912e-09,0.45,2.59023e-06,
3.8922e-09,0.45,2.85682e-06,
3.8932e-09,0.45,2.74527e-06,
3.8942e-09,0.45,3.00057e-06,
3.8952e-09,0.45,2.88283e-06,
3.8962e-09,0.45,3.139e-06,
3.8972e-09,0.45,3.0312e-06,
3.8982e-09,0.45,3.29024e-06,
3.8992e-09,0.45,3.18099e-06,
3.9002e-09,0.45,3.4403e-06,
3.9012e-09,0.45,3.3296e-06,
3.9022e-09,0.45,3.58814e-06,
3.9032e-09,0.45,3.48117e-06,
3.9042e-09,0.45,3.73495e-06,
3.9052e-09,0.45,3.63109e-06,
3.9062e-09,0.45,3.88464e-06,
3.9072e-09,0.45,3.77787e-06,
3.9082e-09,0.45,4.03152e-06,
3.9092e-09,0.45,3.91839e-06,
3.9102e-09,0.45,4.17246e-06,
3.9112e-09,0.45,4.05801e-06,
3.9122e-09,0.45,4.31148e-06,
3.9132e-09,0.45,4.19836e-06,
3.9142e-09,0.45,4.4546e-06,
3.9152e-09,0.45,4.33913e-06,
3.9162e-09,0.45,4.59549e-06,
3.9172e-09,0.45,4.48045e-06,
3.9182e-09,0.45,4.73683e-06,
3.9192e-09,0.45,4.6201e-06,
