19:*******************************************,
Transient Analysis,
Mon Nov 14 20:10:24 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.82519e-09,0.45,1.15606e-07,
3.82619e-09,0.45,1.41349e-07,
3.82719e-09,0.45,1.12804e-07,
3.82819e-09,0.45,1.41159e-07,
3.82919e-09,0.45,1.09502e-07,
3.83019e-09,0.45,1.34876e-07,
3.83119e-09,0.45,1.03294e-07,
3.83219e-09,0.45,1.30609e-07,
3.83319e-09,0.45,1.00498e-07,
3.83419e-09,0.45,1.26706e-07,
3.83519e-09,0.45,9.79771e-08,
3.83619e-09,0.45,1.24148e-07,
3.83719e-09,0.45,9.62844e-08,
3.83819e-09,0.45,1.19656e-07,
3.83919e-09,0.45,8.59914e-08,
3.84019e-09,0.45,1.01319e-07,
3.84119e-09,0.45,3.93559e-08,
3.84219e-09,0.45,6.36436e-08,
3.84319e-09,0.45,4.52573e-08,
3.84419e-09,0.45,7.79459e-08,
3.84519e-09,0.45,6.24127e-08,
3.84619e-09,0.45,1.07561e-07,
3.84719e-09,0.45,9.52059e-08,
3.84819e-09,0.45,1.38233e-07,
3.84919e-09,0.45,1.22972e-07,
3.85019e-09,0.45,1.70851e-07,
3.85119e-09,0.45,1.61689e-07,
3.85219e-09,0.45,2.15522e-07,
3.85319e-09,0.45,2.0726e-07,
3.85419e-09,0.45,2.58375e-07,
3.85519e-09,0.45,2.4938e-07,
3.85619e-09,0.45,3.0172e-07,
3.85719e-09,0.45,2.92564e-07,
3.85819e-09,0.45,3.4665e-07,
3.85919e-09,0.45,3.20846e-07,
3.86019e-09,0.45,3.61672e-07,
3.86119e-09,0.45,3.38296e-07,
3.86219e-09,0.45,3.72473e-07,
3.86319e-09,0.45,3.56207e-07,
3.86419e-09,0.45,3.98086e-07,
3.86519e-09,0.45,3.81953e-07,
3.86619e-09,0.45,4.23334e-07,
3.86719e-09,0.45,4.11209e-07,
3.86819e-09,0.45,4.53933e-07,
3.86919e-09,0.45,4.41248e-07,
3.87019e-09,0.45,4.77169e-07,
3.87119e-09,0.45,4.61813e-07,
3.87219e-09,0.45,5.01666e-07,
3.87319e-09,0.45,4.88324e-07,
3.87419e-09,0.45,5.26823e-07,
3.87519e-09,0.45,5.12382e-07,
3.87619e-09,0.45,5.51564e-07,
3.87719e-09,0.45,5.36572e-07,
3.87819e-09,0.45,5.75681e-07,
3.87919e-09,0.45,5.59844e-07,
3.88019e-09,0.45,6.01434e-07,
3.88119e-09,0.45,5.83132e-07,
3.88219e-09,0.45,5.95513e-07,
3.88319e-09,0.45,5.5162e-07,
3.88419e-09,0.45,5.57193e-07,
3.88519e-09,0.45,5.1416e-07,
3.88619e-09,0.45,5.29821e-07,
3.88719e-09,0.45,4.88898e-07,
3.88819e-09,0.45,4.95378e-07,
3.88919e-09,0.45,4.53001e-07,
3.89019e-09,0.45,4.58939e-07,
3.89119e-09,0.45,4.17596e-07,
3.89219e-09,0.45,4.25608e-07,
3.89319e-09,0.45,3.84973e-07,
3.89419e-09,0.45,3.89647e-07,
3.89519e-09,0.45,3.4819e-07,
3.89619e-09,0.45,3.53614e-07,
3.89719e-09,0.45,2.9825e-07,
3.89819e-09,0.45,3.40065e-07,
3.89919e-09,0.45,3.11339e-07,
3.90019e-09,0.45,3.50752e-07,
3.90119e-09,0.45,3.28885e-07,
3.90219e-09,0.45,3.75959e-07,
3.90319e-09,0.45,3.0627e-07,
3.90419e-09,0.45,3.53203e-07,
3.90519e-09,0.45,3.1472e-07,
3.90619e-09,0.45,3.46326e-07,
3.90719e-09,0.45,2.9348e-07,
3.90819e-09,0.45,2.93908e-07,
3.90919e-09,0.45,2.65473e-07,
3.91019e-09,0.45,3.04839e-07,
3.91119e-09,0.45,2.65084e-07,
3.91219e-09,0.45,3.03365e-07,
3.91319e-09,0.45,2.58003e-07,
3.91419e-09,0.45,2.82629e-07,
3.91519e-09,0.45,2.3907e-07,
3.91619e-09,0.45,2.80174e-07,
3.91719e-09,0.45,2.51659e-07,
3.91819e-09,0.45,3.0023e-07,
3.91919e-09,0.45,2.75682e-07,
3.92019e-09,0.45,3.17376e-07,
3.92119e-09,0.45,2.88147e-07,
3.92219e-09,0.45,3.1119e-07,
3.92319e-09,0.45,2.78833e-07,
3.92419e-09,0.45,2.98966e-07,
3.92519e-09,0.45,2.65558e-07,
3.92619e-09,0.45,2.89359e-07,
3.92719e-09,0.45,2.51305e-07,
3.92819e-09,0.45,2.94969e-07,
3.92919e-09,0.45,2.49199e-07,
3.93019e-09,0.45,2.64206e-07,
3.93119e-09,0.45,2.39767e-07,
3.93219e-09,0.45,2.76828e-07,
3.93319e-09,0.45,2.52725e-07,
3.93419e-09,0.45,2.90673e-07,
3.93519e-09,0.45,2.62697e-07,
3.93619e-09,0.45,2.99381e-07,
3.93719e-09,0.45,2.72679e-07,
3.93819e-09,0.45,3.09745e-07,
3.93919e-09,0.45,2.81285e-07,
3.94019e-09,0.45,3.18127e-07,
3.94119e-09,0.45,2.90869e-07,
3.94219e-09,0.45,3.28473e-07,
3.94319e-09,0.45,2.97093e-07,
3.94419e-09,0.45,3.36231e-07,
3.94519e-09,0.45,3.11624e-07,
3.94619e-09,0.45,3.43773e-07,
3.94719e-09,0.45,3.16457e-07,
3.94819e-09,0.45,3.51399e-07,
3.94919e-09,0.45,3.24516e-07,
